roll_number,name,branch,section,semester
25BDS014,Student 25BDS014,DSAI,A,1
25BDS015,Student 25BDS015,DSAI,A,1
25BDS016,Student 25BDS016,DSAI,A,1
25BDS017,Student 25BDS017,DSAI,A,1
25BDS018,Student 25BDS018,DSAI,A,1
25BDS019,Student 25BDS019,DSAI,A,1
25BDS020,Student 25BDS020,DSAI,A,1
25BDS021,Student 25BDS021,DSAI,A,1
25BDS022,Student 25BDS022,DSAI,A,1
25BDS023,Student 25BDS023,DSAI,A,1
25BDS024,Student 25BDS024,DSAI,A,1
25BDS025,Student 25BDS025,DSAI,A,1
25BDS026,Student 25BDS026,DSAI,A,1
25BDS027,Student 25BDS027,DSAI,A,1
25BDS028,Student 25BDS028,DSAI,A,1
25BDS029,Student 25BDS029,DSAI,A,1
25BDS030,Student 25BDS030,DSAI,A,1
25BDS031,Student 25BDS031,DSAI,A,1
25BDS032,Student 25BDS032,DSAI,A,1
25BDS033,Student 25BDS033,DSAI,A,1
25BDS034,Student 25BDS034,DSAI,A,1
25BDS035,Student 25BDS035,DSAI,A,1
25BDS036,Student 25BDS036,DSAI,A,1
25BDS037,Student 25BDS037,DSAI,A,1
25BDS038,Student 25BDS038,DSAI,A,1
25BDS039,Student 25BDS039,DSAI,A,1
25BDS040,Student 25BDS040,DSAI,A,1
25BDS041,Student 25BDS041,DSAI,A,1
25BDS042,Student 25BDS042,DSAI,A,1
25BDS043,Student 25BDS043,DSAI,A,1
25BDS044,Student 25BDS044,DSAI,A,1
25BDS045,Student 25BDS045,DSAI,A,1
25BDS046,Student 25BDS046,DSAI,A,1
25BDS047,Student 25BDS047,DSAI,A,1
25BDS048,Student 25BDS048,DSAI,A,1
25BDS049,Student 25BDS049,DSAI,A,1
25BDS050,Student 25BDS050,DSAI,A,1
25BDS051,Student 25BDS051,DSAI,A,1
25BDS052,Student 25BDS052,DSAI,A,1
25BDS053,Student 25BDS053,DSAI,A,1
25BDS054,Student 25BDS054,DSAI,A,1
25BDS055,Student 25BDS055,DSAI,A,1
25BDS056,Student 25BDS056,DSAI,A,1
25BDS057,Student 25BDS057,DSAI,A,1
25BDS058,Student 25BDS058,DSAI,A,1
25BDS059,Student 25BDS059,DSAI,A,1
25BDS060,Student 25BDS060,DSAI,A,1
25BDS061,Student 25BDS061,DSAI,A,1
25BDS062,Student 25BDS062,DSAI,A,1
25BDS063,Student 25BDS063,DSAI,A,1
25BDS064,Student 25BDS064,DSAI,A,1
25BDS065,Student 25BDS065,DSAI,A,1
25BDS066,Student 25BDS066,DSAI,A,1
25BDS067,Student 25BDS067,DSAI,A,1
25BDS068,Student 25BDS068,DSAI,A,1
25BDS069,Student 25BDS069,DSAI,A,1
25BDS070,Student 25BDS070,DSAI,A,1
25BDS071,Student 25BDS071,DSAI,A,1
25BDS072,Student 25BDS072,DSAI,A,1
25BDS073,Student 25BDS073,DSAI,A,1
25BDS074,Student 25BDS074,DSAI,A,1
25BDS075,Student 25BDS075,DSAI,A,1
25BDS076,Student 25BDS076,DSAI,A,1
25BDS077,Student 25BDS077,DSAI,A,1
25BDS078,Student 25BDS078,DSAI,A,1
25BDS079,Student 25BDS079,DSAI,A,1
25BDS080,Student 25BDS080,DSAI,A,1
25BDS081,Student 25BDS081,DSAI,A,1
25BDS082,Student 25BDS082,DSAI,A,1
25BDS083,Student 25BDS083,DSAI,A,1
25BDS084,Student 25BDS084,DSAI,A,1
25BDS085,Student 25BDS085,DSAI,A,1
25BEC001,Student 25BEC001,ECE,A,1
25BEC002,Student 25BEC002,ECE,A,1
25BEC003,Student 25BEC003,ECE,A,1
25BEC004,Student 25BEC004,ECE,A,1
25BEC005,Student 25BEC005,ECE,A,1
25BEC006,Student 25BEC006,ECE,A,1
25BEC007,Student 25BEC007,ECE,A,1
25BEC008,Student 25BEC008,ECE,A,1
25BEC009,Student 25BEC009,ECE,A,1
25BEC010,Student 25BEC010,ECE,A,1
25BEC011,Student 25BEC011,ECE,A,1
25BEC012,Student 25BEC012,ECE,A,1
25BEC013,Student 25BEC013,ECE,A,1
25BEC014,Student 25BEC014,ECE,A,1
25BEC015,Student 25BEC015,ECE,A,1
25BEC016,Student 25BEC016,ECE,A,1
25BEC017,Student 25BEC017,ECE,A,1
25BEC018,Student 25BEC018,ECE,A,1
25BEC019,Student 25BEC019,ECE,A,1
25BEC020,Student 25BEC020,ECE,A,1
25BEC021,Student 25BEC021,ECE,A,1
25BEC022,Student 25BEC022,ECE,A,1
25BEC023,Student 25BEC023,ECE,A,1
25BEC024,Student 25BEC024,ECE,A,1
25BEC025,Student 25BEC025,ECE,A,1
25BEC026,Student 25BEC026,ECE,A,1
25BEC027,Student 25BEC027,ECE,A,1
25BEC028,Student 25BEC028,ECE,A,1
25BEC029,Student 25BEC029,ECE,A,1
25BEC030,Student 25BEC030,ECE,A,1
25BEC031,Student 25BEC031,ECE,A,1
25BEC032,Student 25BEC032,ECE,A,1
25BEC033,Student 25BEC033,ECE,A,1
25BEC034,Student 25BEC034,ECE,A,1
25BEC035,Student 25BEC035,ECE,A,1
25BEC036,Student 25BEC036,ECE,A,1
25BEC037,Student 25BEC037,ECE,A,1
25BEC038,Student 25BEC038,ECE,A,1
25BEC039,Student 25BEC039,ECE,A,1
25BEC040,Student 25BEC040,ECE,A,1
25BEC041,Student 25BEC041,ECE,A,1
25BEC042,Student 25BEC042,ECE,A,1
25BEC043,Student 25BEC043,ECE,A,1
25BEC044,Student 25BEC044,ECE,A,1
25BEC045,Student 25BEC045,ECE,A,1
25BEC046,Student 25BEC046,ECE,A,1
25BEC047,Student 25BEC047,ECE,A,1
25BEC048,Student 25BEC048,ECE,A,1
25BEC049,Student 25BEC049,ECE,A,1
25BEC050,Student 25BEC050,ECE,A,1
25BEC051,Student 25BEC051,ECE,A,1
25BEC052,Student 25BEC052,ECE,A,1
25BEC053,Student 25BEC053,ECE,A,1
25BEC054,Student 25BEC054,ECE,A,1
25BEC055,Student 25BEC055,ECE,A,1
25BEC056,Student 25BEC056,ECE,A,1
25BEC057,Student 25BEC057,ECE,A,1
25BEC058,Student 25BEC058,ECE,A,1
25BEC059,Student 25BEC059,ECE,A,1
25BEC060,Student 25BEC060,ECE,A,1
25BEC061,Student 25BEC061,ECE,A,1
25BEC062,Student 25BEC062,ECE,A,1
25BEC063,Student 25BEC063,ECE,A,1
25BEC064,Student 25BEC064,ECE,A,1
25BEC065,Student 25BEC065,ECE,A,1
25BEC066,Student 25BEC066,ECE,A,1
25BEC067,Student 25BEC067,ECE,A,1
25BEC068,Student 25BEC068,ECE,A,1
25BEC069,Student 25BEC069,ECE,A,1
25BEC070,Student 25BEC070,ECE,A,1
25BEC071,Student 25BEC071,ECE,A,1
25BEC072,Student 25BEC072,ECE,A,1
25BEC073,Student 25BEC073,ECE,A,1
25BEC074,Student 25BEC074,ECE,A,1
25BEC075,Student 25BEC075,ECE,A,1
25BEC076,Student 25BEC076,ECE,A,1
25BEC077,Student 25BEC077,ECE,A,1
25BEC078,Student 25BEC078,ECE,A,1
25BEC079,Student 25BEC079,ECE,A,1
25BEC080,Student 25BEC080,ECE,A,1
25BEC081,Student 25BEC081,ECE,A,1
25BEC082,Student 25BEC082,ECE,A,1
25BEC083,Student 25BEC083,ECE,A,1
25BEC084,Student 25BEC084,ECE,A,1
25BEC085,Student 25BEC085,ECE,A,1
